name;timestamp;arousal;valence;liking
'Devel_HU_07';0.000000;0.043313;-0.006843;0.023967
'Devel_HU_07';0.100000;0.045681;0.005869;0.023003
'Devel_HU_07';0.200000;0.044783;0.002819;0.017384
'Devel_HU_07';0.300000;0.042759;-0.000079;0.015404
'Devel_HU_07';0.400000;0.043769;-0.001806;0.017405
'Devel_HU_07';0.500000;0.043254;0.000289;0.023047
'Devel_HU_07';0.600000;0.042806;0.003293;0.032517
'Devel_HU_07';0.700000;0.045994;0.000682;0.037354
'Devel_HU_07';0.800000;0.050690;-0.002693;0.038811
'Devel_HU_07';0.900000;0.051119;-0.005202;0.036640
'Devel_HU_07';1.000000;0.050007;-0.004163;0.036258
'Devel_HU_07';1.100000;0.049963;-0.007895;0.031783
'Devel_HU_07';1.200000;0.050159;-0.013614;0.030899
'Devel_HU_07';1.300000;0.052179;-0.014318;0.037105
'Devel_HU_07';1.400000;0.048900;-0.007864;0.050561
'Devel_HU_07';1.500000;0.034914;0.006933;0.062346
'Devel_HU_07';1.600000;0.019120;0.011769;0.067178
'Devel_HU_07';1.700000;0.006838;0.014128;0.067533
'Devel_HU_07';1.800000;0.006220;0.002168;0.041982
'Devel_HU_07';1.900000;0.001499;0.008942;0.013446
'Devel_HU_07';2.000000;-0.001900;0.007164;0.010131
'Devel_HU_07';2.100000;-0.004761;0.006602;0.007508
'Devel_HU_07';2.200000;-0.003054;0.007017;0.000940
'Devel_HU_07';2.300000;0.000914;0.009201;-0.005617
'Devel_HU_07';2.400000;0.011642;0.016144;-0.005950
'Devel_HU_07';2.500000;0.030421;0.026192;-0.004725
'Devel_HU_07';2.600000;0.045738;0.038455;-0.002615
'Devel_HU_07';2.700000;0.068190;0.050401;0.001580
'Devel_HU_07';2.800000;0.094517;0.069301;0.005704
'Devel_HU_07';2.900000;0.119427;0.087837;0.004858
'Devel_HU_07';3.000000;0.148735;0.108662;0.004520
'Devel_HU_07';3.100000;0.172549;0.131595;0.003530
'Devel_HU_07';3.200000;0.195926;0.150637;0.001605
'Devel_HU_07';3.300000;0.215887;0.171928;0.006710
'Devel_HU_07';3.400000;0.232084;0.191498;0.007720
'Devel_HU_07';3.500000;0.245150;0.209796;0.009618
'Devel_HU_07';3.600000;0.258164;0.229719;0.013278
'Devel_HU_07';3.700000;0.261913;0.248734;0.012732
'Devel_HU_07';3.800000;0.264028;0.265239;0.012480
'Devel_HU_07';3.900000;0.272685;0.277466;0.008483
'Devel_HU_07';4.000000;0.278813;0.291416;0.006732
'Devel_HU_07';4.100000;0.283226;0.305013;0.006637
'Devel_HU_07';4.200000;0.290897;0.318012;0.010197
'Devel_HU_07';4.300000;0.298731;0.327737;0.012315
'Devel_HU_07';4.400000;0.305120;0.335005;0.010677
'Devel_HU_07';4.500000;0.312517;0.342035;0.014088
'Devel_HU_07';4.600000;0.326862;0.351245;0.015776
'Devel_HU_07';4.700000;0.338406;0.358707;0.015535
'Devel_HU_07';4.800000;0.348027;0.364038;0.014331
'Devel_HU_07';4.900000;0.360625;0.367477;0.018030
'Devel_HU_07';5.000000;0.374286;0.371267;0.022843
'Devel_HU_07';5.100000;0.387138;0.379363;0.030443
'Devel_HU_07';5.200000;0.398894;0.389475;0.038203
'Devel_HU_07';5.300000;0.407764;0.396335;0.043357
'Devel_HU_07';5.400000;0.412925;0.396879;0.043816
'Devel_HU_07';5.500000;0.417277;0.394988;0.037581
'Devel_HU_07';5.600000;0.419909;0.391500;0.032921
'Devel_HU_07';5.700000;0.426717;0.390294;0.030639
'Devel_HU_07';5.800000;0.427091;0.391679;0.029050
'Devel_HU_07';5.900000;0.424744;0.391689;0.029231
'Devel_HU_07';6.000000;0.424974;0.394942;0.029723
'Devel_HU_07';6.100000;0.415018;0.395619;0.028755
'Devel_HU_07';6.200000;0.407648;0.394093;0.027320
'Devel_HU_07';6.300000;0.405040;0.391983;0.032646
'Devel_HU_07';6.400000;0.403118;0.392063;0.036914
'Devel_HU_07';6.500000;0.400579;0.389332;0.035630
'Devel_HU_07';6.600000;0.398938;0.386049;0.034042
'Devel_HU_07';6.700000;0.392050;0.384560;0.027925
'Devel_HU_07';6.800000;0.391455;0.379664;0.025442
'Devel_HU_07';6.900000;0.390719;0.377425;0.028192
'Devel_HU_07';7.000000;0.388461;0.371178;0.030128
'Devel_HU_07';7.100000;0.386103;0.364209;0.031699
'Devel_HU_07';7.200000;0.378364;0.359069;0.029950
'Devel_HU_07';7.300000;0.372876;0.357007;0.031957
'Devel_HU_07';7.400000;0.366764;0.353600;0.030813
'Devel_HU_07';7.500000;0.358902;0.345950;0.024813
'Devel_HU_07';7.600000;0.352478;0.335726;0.019073
'Devel_HU_07';7.700000;0.347331;0.325557;0.014770
'Devel_HU_07';7.800000;0.342451;0.315388;0.010714
'Devel_HU_07';7.900000;0.332629;0.308331;0.006157
'Devel_HU_07';8.000000;0.320796;0.299640;0.006571
'Devel_HU_07';8.100000;0.310108;0.295663;0.007619
'Devel_HU_07';8.200000;0.295978;0.290208;0.007303
'Devel_HU_07';8.300000;0.283698;0.282121;0.004635
'Devel_HU_07';8.400000;0.278583;0.272787;0.002562
'Devel_HU_07';8.500000;0.271788;0.264494;0.000665
'Devel_HU_07';8.600000;0.264934;0.252772;-0.004529
'Devel_HU_07';8.700000;0.256817;0.246422;-0.011124
'Devel_HU_07';8.800000;0.251553;0.240928;-0.017236
'Devel_HU_07';8.900000;0.246457;0.236008;-0.020239
'Devel_HU_07';9.000000;0.243481;0.229472;-0.023526
'Devel_HU_07';9.100000;0.241090;0.220758;-0.027364
'Devel_HU_07';9.200000;0.237195;0.213338;-0.031888
'Devel_HU_07';9.300000;0.228177;0.206478;-0.035520
'Devel_HU_07';9.400000;0.217710;0.201876;-0.036637
'Devel_HU_07';9.500000;0.206201;0.198524;-0.037778
'Devel_HU_07';9.600000;0.194910;0.192872;-0.038062
'Devel_HU_07';9.700000;0.184739;0.186071;-0.039081
'Devel_HU_07';9.800000;0.176497;0.178034;-0.040333
'Devel_HU_07';9.900000;0.171653;0.170616;-0.040883
'Devel_HU_07';10.000000;0.165298;0.163096;-0.042083
'Devel_HU_07';10.100000;0.161402;0.158422;-0.039631
'Devel_HU_07';10.200000;0.155070;0.153952;-0.037321
'Devel_HU_07';10.300000;0.149335;0.147814;-0.034217
'Devel_HU_07';10.400000;0.141436;0.143616;-0.030492
'Devel_HU_07';10.500000;0.131631;0.140878;-0.030483
'Devel_HU_07';10.600000;0.127314;0.139304;-0.030052
'Devel_HU_07';10.700000;0.118566;0.139297;-0.029071
'Devel_HU_07';10.800000;0.111073;0.139855;-0.028460
'Devel_HU_07';10.900000;0.108064;0.141726;-0.030314
'Devel_HU_07';11.000000;0.106438;0.145123;-0.033791
'Devel_HU_07';11.100000;0.106631;0.147653;-0.037214
'Devel_HU_07';11.200000;0.107235;0.150562;-0.039687
'Devel_HU_07';11.300000;0.109092;0.152835;-0.044119
'Devel_HU_07';11.400000;0.109951;0.152412;-0.047015
'Devel_HU_07';11.500000;0.111051;0.149240;-0.051908
'Devel_HU_07';11.600000;0.113053;0.144441;-0.054493
'Devel_HU_07';11.700000;0.114612;0.141316;-0.058603
'Devel_HU_07';11.800000;0.113584;0.140244;-0.061309
'Devel_HU_07';11.900000;0.113000;0.140683;-0.063561
'Devel_HU_07';12.000000;0.114097;0.141705;-0.063408
'Devel_HU_07';12.100000;0.115518;0.145589;-0.062112
'Devel_HU_07';12.200000;0.118519;0.148914;-0.061499
'Devel_HU_07';12.300000;0.124032;0.149301;-0.061166
'Devel_HU_07';12.400000;0.129464;0.149294;-0.063694
'Devel_HU_07';12.500000;0.132524;0.149355;-0.065304
'Devel_HU_07';12.600000;0.137942;0.153736;-0.065833
'Devel_HU_07';12.700000;0.141811;0.160611;-0.065232
'Devel_HU_07';12.800000;0.143135;0.167894;-0.064680
'Devel_HU_07';12.900000;0.145881;0.173222;-0.064009
'Devel_HU_07';13.000000;0.149172;0.179311;-0.062299
'Devel_HU_07';13.100000;0.153600;0.184595;-0.060233
'Devel_HU_07';13.200000;0.155493;0.187528;-0.057998
'Devel_HU_07';13.300000;0.155399;0.195173;-0.054140
'Devel_HU_07';13.400000;0.153206;0.203517;-0.050730
'Devel_HU_07';13.500000;0.153787;0.214357;-0.045820
'Devel_HU_07';13.600000;0.156588;0.224581;-0.041531
'Devel_HU_07';13.700000;0.158215;0.236182;-0.040464
'Devel_HU_07';13.800000;0.162025;0.249823;-0.040626
'Devel_HU_07';13.900000;0.165227;0.256985;-0.039701
'Devel_HU_07';14.000000;0.166174;0.261672;-0.040781
'Devel_HU_07';14.100000;0.162756;0.265539;-0.041836
'Devel_HU_07';14.200000;0.161682;0.267411;-0.043138
'Devel_HU_07';14.300000;0.162245;0.267542;-0.045545
'Devel_HU_07';14.400000;0.164323;0.267020;-0.048439
'Devel_HU_07';14.500000;0.169188;0.265186;-0.052263
'Devel_HU_07';14.600000;0.174934;0.261987;-0.057039
'Devel_HU_07';14.700000;0.181052;0.260535;-0.057046
'Devel_HU_07';14.800000;0.185900;0.257986;-0.056533
'Devel_HU_07';14.900000;0.188644;0.256148;-0.054200
'Devel_HU_07';15.000000;0.190709;0.255828;-0.049687
'Devel_HU_07';15.100000;0.192275;0.254267;-0.047999
'Devel_HU_07';15.200000;0.192200;0.256259;-0.044763
'Devel_HU_07';15.300000;0.191430;0.258733;-0.041646
'Devel_HU_07';15.400000;0.193509;0.262168;-0.037519
'Devel_HU_07';15.500000;0.196738;0.263126;-0.034719
'Devel_HU_07';15.600000;0.197745;0.263121;-0.031641
'Devel_HU_07';15.700000;0.198221;0.264037;-0.028579
'Devel_HU_07';15.800000;0.197548;0.264713;-0.026839
'Devel_HU_07';15.900000;0.198886;0.265125;-0.026181
'Devel_HU_07';16.000000;0.199728;0.268150;-0.022912
'Devel_HU_07';16.100000;0.198175;0.268537;-0.021045
'Devel_HU_07';16.200000;0.198848;0.270378;-0.020378
'Devel_HU_07';16.300000;0.198736;0.274069;-0.019293
'Devel_HU_07';16.400000;0.201805;0.276754;-0.018957
'Devel_HU_07';16.500000;0.203993;0.276495;-0.020362
'Devel_HU_07';16.600000;0.204746;0.274991;-0.022111
'Devel_HU_07';16.700000;0.204662;0.273644;-0.024130
'Devel_HU_07';16.800000;0.205262;0.270807;-0.021525
'Devel_HU_07';16.900000;0.206268;0.269271;-0.019450
'Devel_HU_07';17.000000;0.207162;0.269521;-0.020181
'Devel_HU_07';17.100000;0.208920;0.270472;-0.019756
'Devel_HU_07';17.200000;0.210811;0.274524;-0.018616
'Devel_HU_07';17.300000;0.213292;0.278344;-0.019298
'Devel_HU_07';17.400000;0.215712;0.281242;-0.020243
'Devel_HU_07';17.500000;0.218640;0.285215;-0.022683
'Devel_HU_07';17.600000;0.219444;0.290862;-0.021228
'Devel_HU_07';17.700000;0.223143;0.289983;-0.023303
'Devel_HU_07';17.800000;0.225664;0.288180;-0.023306
'Devel_HU_07';17.900000;0.226809;0.288296;-0.023336
'Devel_HU_07';18.000000;0.226274;0.287396;-0.021171
'Devel_HU_07';18.100000;0.227231;0.285532;-0.021479
'Devel_HU_07';18.200000;0.229778;0.282652;-0.021520
'Devel_HU_07';18.300000;0.232376;0.281140;-0.022413
'Devel_HU_07';18.400000;0.235132;0.280460;-0.023366
'Devel_HU_07';18.500000;0.238155;0.280090;-0.024169
'Devel_HU_07';18.600000;0.242468;0.281654;-0.026045
'Devel_HU_07';18.700000;0.244618;0.281515;-0.028028
'Devel_HU_07';18.800000;0.246112;0.283010;-0.030110
'Devel_HU_07';18.900000;0.246929;0.284825;-0.032285
'Devel_HU_07';19.000000;0.251038;0.285330;-0.037254
'Devel_HU_07';19.100000;0.253414;0.287674;-0.038836
'Devel_HU_07';19.200000;0.254257;0.293145;-0.036249
'Devel_HU_07';19.300000;0.254028;0.292918;-0.031927
'Devel_HU_07';19.400000;0.254531;0.291417;-0.027304
'Devel_HU_07';19.500000;0.256190;0.289482;-0.020480
'Devel_HU_07';19.600000;0.254666;0.288139;-0.013603
'Devel_HU_07';19.700000;0.255433;0.286267;-0.009593
'Devel_HU_07';19.800000;0.254198;0.283230;-0.006850
'Devel_HU_07';19.900000;0.251682;0.282269;-0.007518
'Devel_HU_07';20.000000;0.246597;0.280280;-0.010426
'Devel_HU_07';20.100000;0.239314;0.277509;-0.013946
'Devel_HU_07';20.200000;0.236179;0.272749;-0.017917
'Devel_HU_07';20.300000;0.231002;0.266254;-0.017390
'Devel_HU_07';20.400000;0.225077;0.261051;-0.020639
'Devel_HU_07';20.500000;0.222612;0.255449;-0.022934
'Devel_HU_07';20.600000;0.220209;0.248937;-0.026107
'Devel_HU_07';20.700000;0.220144;0.242184;-0.026819
'Devel_HU_07';20.800000;0.221038;0.236734;-0.025811
'Devel_HU_07';20.900000;0.223026;0.234533;-0.025729
'Devel_HU_07';21.000000;0.220873;0.231341;-0.027551
'Devel_HU_07';21.100000;0.218786;0.228327;-0.029463
'Devel_HU_07';21.200000;0.216467;0.223035;-0.029455
'Devel_HU_07';21.300000;0.214478;0.218024;-0.029215
'Devel_HU_07';21.400000;0.211362;0.214407;-0.030382
'Devel_HU_07';21.500000;0.208070;0.212490;-0.029075
'Devel_HU_07';21.600000;0.205061;0.210017;-0.027142
'Devel_HU_07';21.700000;0.203239;0.204903;-0.031326
'Devel_HU_07';21.800000;0.201653;0.200939;-0.033794
'Devel_HU_07';21.900000;0.199495;0.198899;-0.036242
'Devel_HU_07';22.000000;0.196691;0.196998;-0.039400
'Devel_HU_07';22.100000;0.193907;0.194204;-0.039872
'Devel_HU_07';22.200000;0.190588;0.190088;-0.041097
'Devel_HU_07';22.300000;0.185995;0.185917;-0.042878
'Devel_HU_07';22.400000;0.181862;0.181635;-0.045462
'Devel_HU_07';22.500000;0.177366;0.177782;-0.046484
'Devel_HU_07';22.600000;0.172897;0.174699;-0.050654
'Devel_HU_07';22.700000;0.170407;0.171421;-0.054170
'Devel_HU_07';22.800000;0.168504;0.169337;-0.055922
