name;timestamp;arousal;valence;liking
'Devel_HU_05';0.000000;-0.003841;0.006732;-0.016848
'Devel_HU_05';0.100000;0.015418;0.018227;-0.011612
'Devel_HU_05';0.200000;0.021450;0.021084;-0.003846
'Devel_HU_05';0.300000;0.022576;0.026992;0.004199
'Devel_HU_05';0.400000;0.020964;0.032992;0.009301
'Devel_HU_05';0.500000;0.017451;0.034965;0.013713
'Devel_HU_05';0.600000;0.012737;0.037474;0.016356
'Devel_HU_05';0.700000;0.012695;0.034711;0.019164
'Devel_HU_05';0.800000;0.014757;0.032155;0.020420
'Devel_HU_05';0.900000;0.014084;0.030380;0.021674
'Devel_HU_05';1.000000;0.016319;0.025881;0.018333
'Devel_HU_05';1.100000;0.022582;0.018061;0.013145
'Devel_HU_05';1.200000;0.026341;0.010697;0.011714
'Devel_HU_05';1.300000;0.015161;0.010751;0.013671
'Devel_HU_05';1.400000;-0.003766;0.017175;0.016678
'Devel_HU_05';1.500000;-0.023050;0.029133;0.024633
'Devel_HU_05';1.600000;-0.028878;0.037044;0.031351
'Devel_HU_05';1.700000;0.010877;0.035452;0.034407
'Devel_HU_05';1.800000;0.017913;0.024395;0.036033
'Devel_HU_05';1.900000;0.021542;0.031358;0.005076
'Devel_HU_05';2.000000;0.024144;0.031707;0.002849
'Devel_HU_05';2.100000;0.025337;0.030075;-0.000182
'Devel_HU_05';2.200000;0.027321;0.028495;-0.004601
'Devel_HU_05';2.300000;0.030596;0.028549;-0.007507
'Devel_HU_05';2.400000;0.033760;0.031129;-0.009537
'Devel_HU_05';2.500000;0.037953;0.034337;-0.011485
'Devel_HU_05';2.600000;0.041765;0.037641;-0.014747
'Devel_HU_05';2.700000;0.045303;0.041925;-0.018410
'Devel_HU_05';2.800000;0.047051;0.044097;-0.019480
'Devel_HU_05';2.900000;0.048815;0.046701;-0.018560
'Devel_HU_05';3.000000;0.051445;0.049612;-0.016969
'Devel_HU_05';3.100000;0.055072;0.051664;-0.014780
'Devel_HU_05';3.200000;0.058093;0.050438;-0.013709
'Devel_HU_05';3.300000;0.062207;0.048029;-0.013829
'Devel_HU_05';3.400000;0.066296;0.048153;-0.012868
'Devel_HU_05';3.500000;0.069988;0.050410;-0.010732
'Devel_HU_05';3.600000;0.072847;0.051835;-0.007540
'Devel_HU_05';3.700000;0.073182;0.052900;-0.006214
'Devel_HU_05';3.800000;0.073495;0.052038;-0.005323
'Devel_HU_05';3.900000;0.072205;0.051235;-0.003904
'Devel_HU_05';4.000000;0.068321;0.052380;-0.002537
'Devel_HU_05';4.100000;0.067227;0.053357;-0.000609
'Devel_HU_05';4.200000;0.066427;0.053057;0.002185
'Devel_HU_05';4.300000;0.063975;0.055799;0.003030
'Devel_HU_05';4.400000;0.063584;0.060983;0.003924
'Devel_HU_05';4.500000;0.066432;0.068371;0.004596
'Devel_HU_05';4.600000;0.070911;0.073787;0.006458
'Devel_HU_05';4.700000;0.076123;0.076212;0.008686
'Devel_HU_05';4.800000;0.082305;0.077634;0.012577
'Devel_HU_05';4.900000;0.087454;0.082173;0.016423
'Devel_HU_05';5.000000;0.089882;0.087323;0.018020
'Devel_HU_05';5.100000;0.093826;0.094904;0.020308
'Devel_HU_05';5.200000;0.100344;0.105493;0.025096
'Devel_HU_05';5.300000;0.107786;0.115017;0.029714
'Devel_HU_05';5.400000;0.113123;0.121123;0.031862
'Devel_HU_05';5.500000;0.120140;0.124941;0.035022
'Devel_HU_05';5.600000;0.125514;0.128910;0.037923
'Devel_HU_05';5.700000;0.126040;0.131650;0.042287
'Devel_HU_05';5.800000;0.128001;0.132983;0.043981
'Devel_HU_05';5.900000;0.127958;0.134137;0.043133
'Devel_HU_05';6.000000;0.131139;0.137167;0.043257
'Devel_HU_05';6.100000;0.139034;0.138405;0.043938
'Devel_HU_05';6.200000;0.147285;0.139175;0.043948
'Devel_HU_05';6.300000;0.155859;0.140735;0.040137
'Devel_HU_05';6.400000;0.158899;0.141770;0.036585
'Devel_HU_05';6.500000;0.159856;0.146511;0.031342
'Devel_HU_05';6.600000;0.161842;0.152093;0.027198
'Devel_HU_05';6.700000;0.164648;0.158766;0.025607
'Devel_HU_05';6.800000;0.168025;0.165553;0.023472
'Devel_HU_05';6.900000;0.168755;0.170372;0.023668
'Devel_HU_05';7.000000;0.168060;0.172979;0.021081
'Devel_HU_05';7.100000;0.166051;0.176408;0.018039
'Devel_HU_05';7.200000;0.165810;0.180184;0.016136
'Devel_HU_05';7.300000;0.166762;0.183580;0.015899
'Devel_HU_05';7.400000;0.164721;0.182509;0.015481
'Devel_HU_05';7.500000;0.163107;0.181919;0.017805
'Devel_HU_05';7.600000;0.162977;0.182110;0.022520
'Devel_HU_05';7.700000;0.164165;0.182271;0.026450
'Devel_HU_05';7.800000;0.164208;0.183579;0.029509
'Devel_HU_05';7.900000;0.163375;0.185255;0.029925
'Devel_HU_05';8.000000;0.161896;0.189734;0.031666
'Devel_HU_05';8.100000;0.161943;0.193142;0.032792
'Devel_HU_05';8.200000;0.163547;0.196683;0.035637
'Devel_HU_05';8.300000;0.164068;0.198472;0.036503
'Devel_HU_05';8.400000;0.165477;0.198839;0.036602
'Devel_HU_05';8.500000;0.166671;0.201646;0.037350
'Devel_HU_05';8.600000;0.169100;0.201734;0.038468
'Devel_HU_05';8.700000;0.174077;0.200277;0.041211
'Devel_HU_05';8.800000;0.179107;0.201591;0.044817
'Devel_HU_05';8.900000;0.181734;0.206615;0.053318
'Devel_HU_05';9.000000;0.186117;0.209609;0.058429
'Devel_HU_05';9.100000;0.188096;0.210962;0.059317
'Devel_HU_05';9.200000;0.190026;0.211096;0.064351
'Devel_HU_05';9.300000;0.189793;0.211076;0.064848
'Devel_HU_05';9.400000;0.188373;0.212666;0.066705
'Devel_HU_05';9.500000;0.186808;0.213519;0.068780
'Devel_HU_05';9.600000;0.183099;0.211552;0.071930
'Devel_HU_05';9.700000;0.180291;0.205874;0.071245
'Devel_HU_05';9.800000;0.174955;0.200244;0.071283
'Devel_HU_05';9.900000;0.170518;0.194353;0.070024
'Devel_HU_05';10.000000;0.167402;0.186048;0.065110
'Devel_HU_05';10.100000;0.164032;0.181386;0.062522
'Devel_HU_05';10.200000;0.162589;0.178700;0.061378
'Devel_HU_05';10.300000;0.162098;0.177383;0.058901
'Devel_HU_05';10.400000;0.160009;0.176733;0.054752
